# %ECSV 0.9
# ---
# datatype:
# - {name: lambda, unit: nm, datatype: float64}
# - {name: theta, unit: degree, datatype: float64}
# - {name: o0, datatype: float64}
# - {name: o1, datatype: float64}
# - {name: o2, datatype: float64}
# - {name: o3, datatype: float64}
# - {name: o4, datatype: float64}
# - {name: o5, datatype: float64}
# - {name: o6, datatype: float64}
# - {name: o7, datatype: float64}
# - {name: o8, datatype: float64}
# - {name: o9, datatype: float64}
# - {name: o10, datatype: float64}
# - {name: o11, datatype: float64}
# - {name: o12, datatype: float64}
# meta: !!omap
# - keywords: !!omap
#   - {Author: Ralf Heilmann}
#   - {ORIGFILE: Si_4um_deep_30pct_dc.xlsx}
#   - {Description: Calculated grating efficiencies}
#   - {Grating: Si 4 my deep}
lambda theta o0 o1 o2 o3 o4 o5 o6 o7 o8 o9 o10 o11 o12
0.8 2.6 0.80862742 0.0323938746 0.0100656418 0.0018241862 0.0002687311 7.09E-05 0.0001918605 4.34E-05 5.18E-06 1.85E-05 3.00E-06 8.79E-06 1.40E-05
0.8 2.65 0.820693223 0.0229113703 0.0083865773 0.0011727026 0.0004460493 8.98E-05 0.0002121987 3.46E-05 1.28E-05 5.71E-05 8.97E-06 7.38E-06 1.20E-05
0.8 2.7 0.831882956 0.0154962901 0.0067620082 0.0006730824 0.0006210271 0.0001199071 0.0001663687 2.08E-05 4.43E-05 7.39E-05 9.59E-06 7.05E-06 9.06E-06
0.8 2.75 0.841083126 0.0096971602 0.0051166503 0.0003209787 0.0007968165 0.0001548014 9.12E-05 7.53E-06 7.85E-05 5.57E-05 5.69E-06 9.06E-06 1.26E-05
0.8 2.8 0.845668287 0.0052730765 0.0036968891 0.0001253894 0.0009532493 0.000193099 2.77E-05 1.70E-06 8.86E-05 1.97E-05 1.63E-06 1.24E-05 2.03E-05
0.85 0.8 0.227147617 0.0928476011 0.0265207386 0.0459169283 0.0467277944 0.0300054432 0.03270885 0.0635752222 0.0359506751 0.0020607184 0.0016374958 0.0003597142 8.25E-05
0.85 0.85 0.194548047 0.102865044 0.0290865361 0.0461960107 0.0413330042 0.0256326419 0.0304272843 0.0656588565 0.0476327087 0.0052322194 0.0008636072 0.0009066572 0.0002713208
0.85 0.9 0.163854586 0.114215701 0.032559503 0.0476214403 0.0369891707 0.0215861714 0.0272270519 0.0639240206 0.057216664 0.0102845308 7.40E-05 0.0013733304 0.0004057255
0.85 0.95 0.136082198 0.126549892 0.037014265 0.0502687605 0.0338820899 0.0181568431 0.0234499365 0.0585795999 0.062608213 0.0167186103 0.0004664425 0.0012654638 0.0003321215
0.85 1 0.111901702 0.139333893 0.0424409013 0.0539528495 0.0318995585 0.01547449 0.0194836762 0.0502913163 0.062502304 0.0232252565 0.003258922 0.0005056842 0.0001345574
0.85 1.05 0.0914633953 0.152007673 0.0486913566 0.0582162999 0.0307285419 0.0135373227 0.0156653692 0.0401667685 0.0569257955 0.0280200106 0.0088346708 2.22E-05 6.31E-05
0.85 1.1 0.0745424378 0.16401753 0.0554698165 0.0624621603 0.0299965339 0.0122161744 0.0122025132 0.0295980731 0.0472251333 0.0295905522 0.0161118411 0.001567874 0.0001721528
0.85 1.15 0.0608219965 0.174884187 0.0624699839 0.0661533129 0.0293526897 0.0112626172 0.0091680412 0.0199259682 0.0355098774 0.0274157052 0.0227975013 0.006526659 0.0002858499
0.85 1.2 0.0501331385 0.184441625 0.0696102665 0.0689837513 0.0285168068 0.0103914286 0.006582922 0.012115349 0.0239336084 0.0222146378 0.0264894164 0.0145661276 0.0004838466
0.85 1.25 0.0424253669 0.193065124 0.077066467 0.0708171831 0.0272904841 0.0094183741 0.0044913688 0.0065751211 0.0141391563 0.0156020649 0.0258212118 0.0233801125 0.0013728739
0.85 1.3 0.0377474158 0.201554515 0.08493912 0.0714653276 0.0255855991 0.0083284573 0.0029139953 0.0031823215 0.0070200297 0.0093278107 0.0210409198 0.0298039925 0.0035791019
0.85 1.35 0.0364298775 0.210547839 0.0929909438 0.070718414 0.0234881806 0.0071990635 0.0017851555 0.0014887822 0.0027210834 0.004575266 0.0139115423 0.0314024799 0.0069405186
0.85 1.4 0.0388067229 0.219907765 0.100738586 0.0685541826 0.0212245642 0.0060870884 0.001002811 0.0009528482 0.0007707673 0.0017108089 0.0069365547 0.0275646255 0.0102800988
0.85 1.45 0.044590397 0.228884759 0.107623375 0.0650387582 0.018946284 0.004990611 0.0004972613 0.0010371863 0.0003169026 0.0004452549 0.002139514 0.0197559749 0.012048157
0.85 1.5 0.0531357355 0.236936862 0.113016311 0.0600627115 0.016610837 0.0038980381 0.0002183218 0.0012555468 0.0004737156 0.0001621789 0.0001483095 0.0108975092 0.0113459087
0.85 1.55 0.0643000862 0.243867328 0.116202427 0.0534989117 0.0141757515 0.0028475273 0.0001148222 0.0013105936 0.0006486636 0.0002378982 0.0002441246 0.0039832224 0.0085353177
0.85 1.6 0.0785064933 0.249417889 0.11674213 0.045654273 0.0117571822 0.0019050275 0.000166339 0.0011830196 0.0006302928 0.0002763669 0.0011342776 0.0005507565 0.0049932051
0.85 1.65 0.0963147849 0.253593218 0.114899944 0.0373186904 0.00951191 0.0011307478 0.0003918643 0.001010009 0.0004546745 0.0001896617 0.0017518113 8.90E-05 0.0021835943
0.85 1.7 0.118380237 0.257056524 0.11142286 0.0293846786 0.0075250982 0.0005856897 0.000776647 0.0008985224 0.0002440444 8.17E-05 0.0016675682 0.0008728876 0.0007501518
0.85 1.75 0.145390541 0.260321378 0.106763451 0.0224998623 0.0058535068 0.0003139919 0.0011997285 0.0008583975 0.000101957 4.77E-05 0.0010690104 0.0014042882 0.0003381902
0.85 1.8 0.177360861 0.26262039 0.100786274 0.0170144308 0.0045487728 0.0002859178 0.0014775523 0.000841457 5.35E-05 8.09E-05 0.0004400927 0.0012194246 0.0002302513
0.85 1.85 0.213142551 0.262336662 0.0933186291 0.0130328478 0.0035680298 0.0003945521 0.0014869191 0.0007833819 5.10E-05 0.000130371 0.0001413237 0.0006592139 9.90E-05
0.85 1.9 0.251276905 0.258503339 0.0846362104 0.0104246563 0.0027663355 0.0005229172 0.0012367118 0.0006420769 4.42E-05 0.0001723334 0.0001807593 0.0001972303 7.54E-05
0.85 1.95 0.29159029 0.251231964 0.0751300424 0.0088539398 0.0020304579 0.0005849237 0.0008300352 0.0004351536 2.81E-05 0.0001975516 0.000317007 2.02E-05 0.0002435701
0.85 2 0.334558914 0.240734287 0.0651237968 0.0080529038 0.0013832821 0.000527266 0.0004212969 0.0002431059 2.09E-05 0.0001978135 0.000350714 3.41E-05 0.0004002312
0.85 2.05 0.379174407 0.22710863 0.0554084605 0.0079959378 0.0009026093 0.0003601817 0.0001810253 0.0001380252 2.74E-05 0.0001886884 0.0002713032 7.58E-05 0.0003511828
0.85 2.1 0.424535932 0.211277168 0.0469173041 0.0084976074 0.0005836974 0.0001642517 0.0001715928 0.0001062633 3.87E-05 0.0001763207 0.0001527793 7.52E-05 0.0001614116
0.85 2.15 0.471392394 0.194532474 0.0397695061 0.0090757152 0.0003636237 2.95E-05 0.000305718 9.10E-05 4.28E-05 0.0001372982 5.38E-05 5.29E-05 2.03E-05
0.85 2.2 0.51825145 0.176666932 0.0335848329 0.0094690178 0.000219866 9.28E-06 0.0004748647 7.61E-05 3.00E-05 7.76E-05 1.51E-05 3.36E-05 1.38E-05
0.85 2.25 0.561686439 0.157117195 0.028414026 0.009649797 0.0001386462 0.0001156048 0.0005954142 6.27E-05 9.20E-06 3.73E-05 2.68E-05 1.64E-05 7.62E-05
0.85 2.3 0.601448714 0.137051324 0.0244207574 0.0094659191 8.47E-05 0.0002891348 0.0005820868 4.28E-05 4.37E-08 3.00E-05 3.85E-05 3.93E-06 9.49E-05
0.85 2.35 0.638777306 0.117529655 0.0212265998 0.0088197993 4.72E-05 0.0004177532 0.0004192057 2.30E-05 9.61E-06 4.39E-05 3.20E-05 3.20E-06 4.59E-05
0.85 2.4 0.672607811 0.0983775407 0.0184874943 0.0078560202 3.64E-05 0.0004508552 0.0002024629 1.64E-05 3.95E-05 7.35E-05 2.39E-05 1.20E-05 5.70E-06
0.85 2.45 0.702151824 0.0801792738 0.0163222584 0.0067252551 4.79E-05 0.0004126954 4.81E-05 2.14E-05 8.07E-05 0.0001001365 2.14E-05 1.93E-05 1.89E-05
0.85 2.5 0.729671265 0.0641888247 0.0145693647 0.0054384725 7.08E-05 0.0003163506 2.64E-06 3.03E-05 9.94E-05 8.82E-05 1.74E-05 1.53E-05 3.95E-05
0.85 2.55 0.755884238 0.0503741953 0.0127522891 0.0040718711 0.0001196278 0.0001842212 5.21E-05 3.99E-05 7.67E-05 4.10E-05 9.83E-06 7.78E-06 3.20E-05
0.85 2.6 0.776485345 0.0379950818 0.01092275 0.0028623709 0.0002272396 8.53E-05 0.0001489864 4.86E-05 3.66E-05 6.29E-06 3.25E-06 1.18E-05 2.15E-05
0.85 2.65 0.790829319 0.0273183638 0.0093051511 0.0019369489 0.0003943083 5.90E-05 0.0002195236 4.93E-05 1.05E-05 1.17E-05 5.95E-07 2.10E-05 2.17E-05
0.85 2.7 0.803268468 0.0187624767 0.007613044 0.0011988074 0.0005859198 9.18E-05 0.0002206515 3.55E-05 1.17E-05 4.41E-05 1.89E-06 1.73E-05 1.85E-05
0.85 2.75 0.811356672 0.0118276009 0.0058204304 0.0006364388 0.0007978152 0.0001745817 0.0001746614 1.51E-05 4.66E-05 7.66E-05 6.47E-06 6.80E-06 1.35E-05
0.85 2.8 0.813885225 0.0063959525 0.0042629119 0.0003038706 0.0010179366 0.0002700746 0.0001010336 3.18E-06 9.72E-05 7.39E-05 7.61E-06 7.03E-06 1.29E-05
0.9 0.8 0.263336787 0.0758330346 0.0162492458 0.041472781 0.0548296068 0.0442603292 0.0372990323 0.0597785568 0.0285346781 0.0006025253 0.0018243786 1.55E-05 4.59E-05
0.9 0.85 0.231902291 0.0817830501 0.0183771588 0.0419998034 0.0485750335 0.0381067324 0.0357357445 0.0658398931 0.0423530726 0.0023740193 0.002184187 0.0001759055 1.12E-06
0.9 0.9 0.200450601 0.0889012982 0.0214035583 0.0432739254 0.0427552451 0.0316997692 0.0327493444 0.0681121748 0.0566155813 0.0063591827 0.0017198585 0.0007088957 0.0001289206
0.9 0.95 0.169606397 0.0974371572 0.0254918467 0.0454107864 0.0378727871 0.025803417 0.0286364879 0.0662401446 0.0688037337 0.0129410408 0.0006405472 0.0015160642 0.0004212581
0.9 1 0.140571922 0.10723081 0.0307201899 0.0485344219 0.034312848 0.0209358293 0.0239323245 0.0605167914 0.0762656437 0.0215257264 7.19E-05 0.0020130238 0.0006054137
0.9 1.05 0.114564842 0.117764109 0.0371209659 0.0526294815 0.0321284034 0.0172966634 0.0192732624 0.0518270082 0.0771589263 0.030474081 0.0016560731 0.0015537021 0.0004778554
0.9 1.1 0.0922292041 0.12847737 0.0446319824 0.0574008996 0.0310538352 0.0148566916 0.0151604105 0.0414548296 0.0712526767 0.0375863007 0.0064135724 0.0004025349 0.0002089331
0.9 1.15 0.0735630598 0.138923491 0.052997625 0.0623088861 0.0306911061 0.0134378072 0.0118026544 0.0308000658 0.0600341039 0.040910499 0.0137639286 0.0002244615 9.41E-05
0.9 1.2 0.0582270942 0.148729434 0.061812317 0.0667545314 0.0306534838 0.012735023 0.0091410391 0.0210895623 0.0460436972 0.0395004755 0.0215787189 0.0031935852 0.0001419458
0.9 1.25 0.0458463444 0.157615452 0.0707164438 0.0702499032 0.0305969266 0.0123505828 0.0069846368 0.0131727514 0.0319087308 0.0337592889 0.0271845233 0.0102748169 0.0002199291
0.9 1.3 0.0361746509 0.165609114 0.0796405661 0.0725225908 0.0302113301 0.0118867889 0.0051739008 0.0074478327 0.0196338287 0.0252973746 0.028562095 0.0201527534 0.0006354858
0.9 1.35 0.0291246966 0.173288708 0.088793096 0.0734603076 0.0292591699 0.0110907396 0.0036535089 0.0038577713 0.0103540481 0.016316807 0.02520478 0.0295979705 0.0022636495
0.9 1.4 0.0248352902 0.181572862 0.098280627 0.0729734186 0.0276786549 0.009940261 0.0024286032 0.0019952277 0.0043914785 0.0087720404 0.0183405865 0.0349786995 0.0057842051
0.9 1.45 0.0237427505 0.191066845 0.107750087 0.0709441643 0.0256147397 0.0085684065 0.001485098 0.0012940929 0.0013878955 0.0037136779 0.010401111 0.0340876945 0.010665867
0.9 1.5 0.0263611792 0.201523076 0.116537411 0.0674354933 0.0233485437 0.0071034965 0.0007830412 0.0012299168 0.0004853689 0.0011181072 0.0039787702 0.0272965117 0.0149983135
0.9 1.55 0.0326512875 0.21203134 0.124023854 0.0627123236 0.0210740514 0.0056015608 0.0003204431 0.0014067474 0.0006212115 0.0002496907 0.0006180052 0.0173584968 0.0166056537
0.9 1.6 0.0420798432 0.221817079 0.129571405 0.0568728223 0.0187376205 0.0041160457 0.0001170685 0.0015299788 0.0009147874 0.0002065642 0.0001483122 0.0079807185 0.0146111114
0.9 1.65 0.0546011299 0.230570999 0.132365175 0.0498188966 0.0162111134 0.0027539039 0.0001416409 0.0014438822 0.0009425071 0.0003067127 0.0011268494 0.0019859817 0.0100982572
0.9 1.7 0.070841382 0.237916239 0.131784764 0.0418183898 0.0135751595 0.0016401367 0.000332895 0.0012154079 0.0007170588 0.0002534629 0.0020258702 4.53E-05 0.0052952227
0.9 1.75 0.0913059622 0.243352126 0.128023518 0.0337392948 0.0110468853 0.0008513102 0.0006534362 0.0010303321 0.0004254623 9.78E-05 0.0021160471 0.0007093764 0.0019907442
0.9 1.8 0.116432101 0.247196805 0.122054415 0.0265158167 0.008722202 0.0004036824 0.0010411543 0.0009636646 0.0002023632 1.52E-05 0.0015098073 0.0017827375 0.0005468807
0.9 1.85 0.147031731 0.250292002 0.114700991 0.0206580096 0.0066248196 0.0002646848 0.0013476474 0.0009444942 8.88E-05 6.45E-05 0.0007252043 0.0019541347 0.00020617
0.9 1.9 0.183439555 0.252267523 0.106039043 0.0163139656 0.0048529567 0.000331182 0.0014152685 0.0008921543 6.17E-05 0.0001539609 0.0002315995 0.0012972146 0.0001343892
0.9 1.95 0.224438311 0.251376694 0.0959820391 0.0134557404 0.0034789196 0.0004489847 0.0012147615 0.0007780071 6.36E-05 0.0001958595 0.0001651716 0.0005258684 9.59E-05
0.9 2 0.267983693 0.246355302 0.0849840947 0.0118575758 0.0024327633 0.000501205 0.000862649 0.0006031494 5.58E-05 0.0001995822 0.0003245418 0.0001019389 0.0002350441
0.9 2.05 0.313096398 0.237388232 0.07372332 0.0110852142 0.0016025593 0.0004518494 0.0005127703 0.0003965077 4.49E-05 0.0002033991 0.0004240029 1.29E-05 0.0005049477
0.9 2.1 0.359974356 0.224964856 0.062535332 0.0107422362 0.0009687669 0.0003142939 0.0002738656 0.0002186544 4.64E-05 0.0002028991 0.0003535855 5.29E-05 0.0005996694
0.9 2.15 0.407803618 0.209084452 0.0518135277 0.010718097 0.0005634157 0.0001399277 0.0002066815 0.0001181967 5.18E-05 0.0001827571 0.0002014361 8.57E-05 0.000388374
0.9 2.2 0.454571483 0.190362794 0.0424705443 0.0109953814 0.0003564293 2.29E-05 0.0003026938 8.50E-05 4.70E-05 0.0001504267 8.58E-05 8.75E-05 0.0001042146
0.9 2.25 0.500544554 0.170620241 0.0350612354 0.0112405584 0.0002536585 3.74E-05 0.0004462315 6.96E-05 3.16E-05 0.0001050441 3.23E-05 7.32E-05 6.02E-08
0.9 2.3 0.546985923 0.15104006 0.0291046055 0.0110466111 0.0001891486 0.0001748085 0.00050729 4.75E-05 1.10E-05 4.79E-05 1.59E-05 4.63E-05 5.44E-05
0.9 2.35 0.590592608 0.131076561 0.0241805912 0.0104808195 0.0001585744 0.0003761409 0.0004683344 3.41E-05 5.01E-08 2.07E-05 2.46E-05 1.47E-05 0.000109249
0.9 2.4 0.627857792 0.110718696 0.0204717474 0.0097323257 0.0001578096 0.0005586286 0.0003612981 3.50E-05 1.76E-05 4.49E-05 3.83E-05 3.16E-06 8.96E-05
0.9 2.45 0.661105855 0.0915817604 0.0177962494 0.0086603617 0.0001595058 0.0006168781 0.0002013915 3.55E-05 5.76E-05 8.03E-05 3.24E-05 1.63E-05 3.09E-05
0.9 2.5 0.691470441 0.0741615099 0.015467361 0.00724518 0.0001722883 0.0005070052 5.33E-05 3.59E-05 9.25E-05 9.29E-05 1.83E-05 2.70E-05 4.50E-06
0.9 2.55 0.716196974 0.0577619874 0.0132865458 0.0057732625 0.0002355359 0.0003204554 3.68E-06 4.58E-05 0.0001109308 8.47E-05 1.50E-05 2.36E-05 3.29E-05
0.9 2.6 0.735818705 0.0431317617 0.0114857604 0.0044003762 0.0003360749 0.0001664126 5.74E-05 5.69E-05 0.0001039765 5.68E-05 1.51E-05 1.68E-05 6.04E-05
0.9 2.65 0.753884289 0.0312865575 0.0098377609 0.0031058107 0.0004376404 7.03E-05 0.0001504256 5.62E-05 6.09E-05 1.86E-05 9.20E-06 1.35E-05 4.21E-05
0.9 2.7 0.77027254 0.0217081935 0.0080069309 0.0019579755 0.0005674968 5.50E-05 0.0002228093 4.50E-05 1.53E-05 7.04E-06 2.20E-06 1.91E-05 1.58E-05
0.9 2.75 0.780653367 0.0137719883 0.0062488246 0.0011051615 0.000759906 0.0001443961 0.000239125 2.99E-05 1.47E-05 4.02E-05 3.67E-07 2.77E-05 2.13E-05
0.9 2.8 0.784957008 0.0077300636 0.0047813456 0.0005789825 0.0009727599 0.0002858846 0.0001847124 1.46E-05 5.55E-05 7.96E-05 2.53E-06 2.27E-05 3.10E-05
0.95 0.8 0.285649608 0.0719680761 0.0095020597 0.0350395107 0.0599240128 0.0605913922 0.0450471937 0.0509246828 0.0183882833 0.0001511805 0.000686824 6.31E-05 0.0001188488
0.95 0.85 0.257477734 0.0748163565 0.0108777447 0.0359517088 0.0539227431 0.0539440135 0.0446543737 0.0604915604 0.031304615 0.0005000513 0.0015569362 1.84E-05 0.0001503402
0.95 0.9 0.228588275 0.0781749284 0.0129386348 0.0374014045 0.0479310725 0.0459406075 0.0420494352 0.0673498916 0.0469872545 0.002411477 0.0024473156 6.08E-05 6.02E-05
0.95 0.95 0.199261504 0.0821818148 0.01598377 0.0394275106 0.042216629 0.0375635144 0.0376148829 0.0700194724 0.0634368846 0.0071228382 0.0025996428 0.0004430361 1.63E-05
0.95 1 0.169883468 0.0871833591 0.0202275661 0.0420156354 0.037196316 0.0298394774 0.0319543261 0.0678406056 0.077825754 0.0152339699 0.0016266721 0.0013392431 0.0002460323
0.95 1.05 0.14142497 0.0934107427 0.0257635396 0.0452745971 0.033395174 0.0235336575 0.0258235308 0.0613556274 0.087168473 0.026074815 0.0003747148 0.002376814 0.0006432171
0.95 1.1 0.11529491 0.100683863 0.032617752 0.0493814732 0.0311493744 0.0189691535 0.0200047994 0.0519927712 0.0893092829 0.0376978175 0.0007579308 0.0026359128 0.0008214996
0.95 1.15 0.0925486151 0.108539521 0.0407714605 0.054300622 0.0303566393 0.016068258 0.0151131854 0.0413608656 0.0837344599 0.0474904915 0.0044442614 0.0016000702 0.0006157909
0.95 1.2 0.0734048296 0.116628964 0.0500974775 0.0596196051 0.0305572232 0.0145361607 0.0114329211 0.0307915207 0.0717682988 0.0530675644 0.0115609153 0.0002160746 0.0002823468
0.95 1.25 0.0575080683 0.124821053 0.0602555162 0.06468531 0.031244468 0.0140085309 0.0088720854 0.0212805535 0.0560672016 0.0530431236 0.0203747042 0.0007749297 0.0001084701
0.95 1.3 0.0444181441 0.132925189 0.0707452726 0.0688726458 0.0320290574 0.0140519478 0.0070810963 0.0135234677 0.0396557175 0.0474235661 0.0280225485 0.0054741485 7.87E-05
0.95 1.35 0.0338344003 0.140644635 0.0811963717 0.0717836217 0.032588948 0.0141539686 0.005671462 0.0078855408 0.0250410052 0.0376057067 0.0317813162 0.0146909854 0.0001678806
0.95 1.4 0.0255769999 0.147967545 0.0915907175 0.0732561789 0.0326124221 0.0138477848 0.0043975602 0.0043391416 0.013749996 0.0259801094 0.03026309 0.0261289357 0.0009232682
0.95 1.45 0.0196140683 0.155492189 0.102138667 0.0732454435 0.0318657276 0.0128896803 0.0031976858 0.0024922442 0.0062690087 0.0151565217 0.0240324464 0.0355437267 0.003482736
0.95 1.5 0.0162077648 0.164184171 0.112870589 0.0717176217 0.0303166229 0.0113329438 0.0021221527 0.0017585226 0.0022458869 0.0070729812 0.0153530412 0.0388995258 0.0085729494
0.95 1.55 0.0159884959 0.174595645 0.123271057 0.0686627421 0.0281870017 0.0094312499 0.0012310313 0.001584921 0.0007958446 0.0023878408 0.007191389 0.034677193 0.0151636996
0.95 1.6 0.019642469 0.186301121 0.132459887 0.0642501071 0.0258057081 0.0074308557 0.0005633893 0.0016057786 0.0007889904 0.0004934099 0.0019087611 0.0247827869 0.0203432322
0.95 1.65 0.0273305753 0.198222577 0.139666072 0.0588300929 0.0233479114 0.0054741733 0.0001716867 0.0016366268 0.0011706846 0.0001513662 0.0002192092 0.0134101246 0.0211852165
0.95 1.7 0.0386913987 0.209442857 0.144276265 0.0526545597 0.0207352308 0.0036732986 9.65E-05 0.0015809665 0.0012901039 0.0002674127 0.0010142727 0.004663534 0.0171754988
0.95 1.75 0.0537815467 0.219535106 0.145481357 0.0456958131 0.0178099852 0.0021763318 0.0002774624 0.0013958939 0.0010302881 0.0002875084 0.0022963568 0.0005244723 0.0106709848
0.95 1.8 0.0734513098 0.228024396 0.142540711 0.0381287801 0.014646786 0.0011063148 0.000571596 0.0011587077 0.000622092 0.0001443697 0.0026481743 0.0003293367 0.0048704007
0.95 1.85 0.0982125772 0.234074626 0.135712425 0.0308119791 0.0115587816 0.0004802289 0.0008813296 0.0010271521 0.0003067794 1.24E-05 0.0019859164 0.0017744262 0.0015027964
0.95 1.9 0.128006855 0.237467296 0.126342327 0.0247209812 0.0087671447 0.0002251179 0.0011505961 0.0010294798 0.0001490777 3.52E-05 0.0010285559 0.0026732985 0.0002928216
0.95 1.95 0.163427894 0.239113788 0.11573024 0.0201723683 0.0063059122 0.0002260754 0.0012746711 0.0010234386 9.23E-05 0.0001650246 0.0003776764 0.0022763387 8.40E-05
0.95 2 0.205121426 0.239304926 0.104230852 0.0169885573 0.0042488154 0.0003336125 0.0011620248 0.0009075987 7.63E-05 0.0002484255 0.0001818703 0.0012134076 8.98E-05
0.95 2.05 0.251633318 0.236350603 0.0917595721 0.0150073496 0.002730732 0.0003932776 0.0008660706 0.0007195699 7.15E-05 0.0002267014 0.0002870729 0.0003722979 0.0002022828
0.95 2.1 0.300034844 0.22866463 0.0788491542 0.014022409 0.0017202376 0.0003360376 0.0005538449 0.0005182124 7.01E-05 0.0001799612 0.0004317473 4.42E-05 0.0005017681
0.95 2.15 0.348688949 0.216719619 0.0664352678 0.0135870642 0.001044892 0.00020509 0.000351761 0.0003258765 7.83E-05 0.000180403 0.0004290158 2.25E-05 0.0007904393
0.95 2.2 0.397696089 0.201658846 0.0549179695 0.0132447185 0.0005962474 7.74E-05 0.0002791452 0.0001697386 8.75E-05 0.0001972586 0.0002822473 6.78E-05 0.0007434623
0.95 2.25 0.44645502 0.183650772 0.0443276 0.0128604339 0.0003559414 1.62E-05 0.0003034768 7.98E-05 7.44E-05 0.0001743888 0.0001203826 9.31E-05 0.00037587
0.95 2.3 0.492594317 0.162909679 0.035179914 0.0125341215 0.0002880483 7.61E-05 0.0003819128 5.11E-05 3.90E-05 0.0001177209 3.87E-05 9.46E-05 5.79E-05
0.95 2.35 0.535205729 0.14119205 0.0281735455 0.0121792803 0.0003035844 0.0002629689 0.0004409139 4.67E-05 8.17E-06 6.35E-05 2.58E-05 7.53E-05 2.64E-05
0.95 2.4 0.576716341 0.120550937 0.0230704499 0.0114399655 0.0003250692 0.0004906412 0.0004006721 3.87E-05 8.93E-07 2.75E-05 2.61E-05 3.80E-05 0.0001310305
0.95 2.45 0.617160262 0.101177588 0.0190140517 0.0101942215 0.0003422267 0.0006502709 0.0002680234 3.18E-05 2.11E-05 2.50E-05 2.10E-05 4.88E-06 0.0001418887
0.95 2.5 0.651092775 0.082290689 0.0158262256 0.0087820992 0.0003863664 0.0006944381 0.0001330466 4.21E-05 7.08E-05 6.85E-05 2.28E-05 8.25E-06 6.10E-05
0.95 2.55 0.677151008 0.064576378 0.0136648947 0.0074247939 0.0004558579 0.000605485 4.78E-05 6.35E-05 0.0001305358 0.0001143945 2.62E-05 4.20E-05 9.43E-06
0.95 2.6 0.700463989 0.049400314 0.0119483755 0.0059383814 0.0005107664 0.0003898146 1.40E-05 7.23E-05 0.0001535641 0.0001064995 1.77E-05 5.58E-05 2.22E-05
0.95 2.65 0.720371763 0.0364083812 0.0100689853 0.0043494867 0.0005752892 0.0001544642 5.67E-05 6.61E-05 0.0001220743 6.28E-05 9.52E-06 3.09E-05 5.80E-05
0.95 2.7 0.732670457 0.0248506 0.0082199954 0.0029875072 0.0007186907 4.60E-05 0.0001607137 6.10E-05 7.05E-05 2.86E-05 1.10E-05 1.14E-05 7.01E-05
0.95 2.75 0.740829193 0.0155565448 0.0066527055 0.0019482645 0.0008894249 9.12E-05 0.0002362748 5.30E-05 3.07E-05 1.52E-05 9.13E-06 2.13E-05 4.34E-05
0.95 2.8 0.749227123 0.0090136461 0.0051079515 0.0011382876 0.0009932795 0.0002235412 0.0002305994 3.24E-05 1.56E-05 2.70E-05 1.97E-06 3.22E-05 1.42E-05
1 0.8 0.293144321 0.0774040901 0.0063526489 0.0278604866 0.061377929 0.0754581532 0.0541314615 0.039868006 0.0090893016 0.0002646417 0.0002272239 0.0001298514 2.97E-06
1 0.85 0.268982445 0.0778629422 0.0068436009 0.0292495035 0.0561681621 0.0696867782 0.0564976121 0.0512486285 0.0186271644 0.0001427324 0.0003484995 0.0001131826 5.90E-05
1 0.9 0.243487417 0.0786849094 0.0078965622 0.0308008919 0.0506439857 0.061694397 0.0554139983 0.06172072 0.032532031 0.0003218163 0.0010665292 5.19E-05 0.0001939238
1 0.95 0.217189941 0.0795810177 0.0096739786 0.0326962706 0.0450943903 0.0521865593 0.0511433084 0.0692936821 0.0497903299 0.0020913702 0.0022941184 2.12E-05 0.000199349
1 1 0.190682232 0.080545006 0.0124775983 0.0350858432 0.0398331026 0.0422472571 0.0446029032 0.0722478064 0.0680302531 0.0071202507 0.0031528233 0.0002469523 5.61E-05
1 1.05 0.164321441 0.0819423595 0.0165784474 0.0379789745 0.0352195882 0.0330818168 0.0369152043 0.0698639614 0.0840611518 0.0163944295 0.0027046832 0.0010019886 5.54E-05
1 1.1 0.138472021 0.0843094087 0.0220850316 0.0413384725 0.0316694357 0.0256374238 0.0290751335 0.0627245603 0.0948113241 0.0293099528 0.0012116504 0.002205626 0.0003941433
1 1.15 0.113940146 0.0879935499 0.0289857417 0.045255401 0.029573992 0.0203482549 0.0218573072 0.0524707194 0.0981883751 0.0436383706 0.0004987121 0.0031386207 0.000836699
1 1.2 0.0918924514 0.0928846311 0.0372796801 0.0499102108 0.0290757424 0.0171270453 0.0158590208 0.0411031147 0.0935460497 0.0563390909 0.0028501842 0.0028835701 0.0009794928
1 1.25 0.073070126 0.098586623 0.0469696409 0.0552250584 0.029868433 0.0155651673 0.0114489065 0.0302406415 0.0817757944 0.0645833293 0.0093454953 0.0013676355 0.0007336782
1 1.3 0.0573442265 0.104892577 0.0578990255 0.0606675616 0.0313435773 0.015173762 0.0086188981 0.020836297 0.0651711607 0.0665267461 0.0189265435 9.44E-05 0.0003659505
1 1.35 0.0441880025 0.111819399 0.0696391784 0.0654895 0.0329500763 0.0154861456 0.0069790231 0.0133432441 0.0468870225 0.0617366959 0.0287121745 0.0017241352 0.0001267024
1 1.4 0.0332647844 0.119221853 0.0816068066 0.0691106678 0.0343644928 0.0160155952 0.0059507231 0.007939299 0.0300405296 0.0512825225 0.0352841546 0.0084297931 2.77E-05
